id,nombre,sup_id,sup_nombre,tipo,precio_venta_1y,superficie_venta_1y,elasticidad_1y,precio_alquiler_1y,rentabilidad_1y,grow_acu_alquiler_1y,grow_acu_venta_1y,grow_acu_superficie_venta_1y,precio_venta_5y,superficie_venta_5y,elasticidad_5y,precio_alquiler_5y,rentabilidad_5y,grow_acu_alquiler_5y,grow_acu_venta_5y,grow_acu_superficie_venta_5y,precio_venta_10y,superficie_venta_10y,elasticidad_10y,precio_alquiler_10y,rentabilidad_10y,grow_acu_alquiler_10y,grow_acu_venta_10y,grow_acu_superficie_venta_10y,elasticidad_1y_stars,rentabilidad_1y_stars,grow_acu_alquiler_1y_stars,grow_acu_venta_1y_stars,elasticidad_5y_stars,rentabilidad_5y_stars,grow_acu_alquiler_5y_stars,grow_acu_venta_5y_stars,elasticidad_10y_stars,rentabilidad_10y_stars,grow_acu_alquiler_10y_stars,grow_acu_venta_10y_stars
80101,el raval,80100,ciutat vella,barri,3007.6667,11779.0,-inf,15.84,0.0632,-0.14480654462549455,0.004564684925406318,-0.22583257240321833,3034.1667,2250.1667,0.0482,14.7885,0.0584,-0.14662837419839272,0.13848788333614914,-0.372249783106836,2919.0,5179.4062,0.0378,13.98,0.0575,-0.0235421716165045,0.3742251572649622,9.258819076289528,1,3,2,4,2,3,1,4,3,2,2,3
80102,el barri gotic,80100,ciutat vella,barri,4558.75,9567.3333,0.0257,15.735,0.0414,-0.04839208410636985,0.031391402714932126,-0.7100336121228472,4188.0076,5820.2667,0.0645,14.74,0.0423,-0.1274003855339141,-0.20386344343985124,22.89590749398514,3907.8121,4994.0037,-inf,14.0272,0.0435,-0.06701220559588202,-0.085000590351623,23.549023050724404,1,1,3,4,1,1,1,1,2,1,1,1
80103,la barceloneta,80100,ciutat vella,barri,4195.75,1533.5,-0.1123,20.835,0.0596,-0.14183481933364622,-0.09846368715083799,0.024233001658374824,4032.4939,1655.0667,-0.0169,18.4045,0.0547,-0.13707706111138554,-0.06428439220420207,11.11124595732662,3973.228,1300.9333,-0.0152,18.1042,0.055,-0.04364274900726364,0.03898000963297869,13.939960669466844,1,3,2,2,1,2,1,2,2,2,1,2
80104,"sant pere, santa caterina i la ribera",80100,ciutat vella,barri,4152.8889,3002.8,-0.027,17.635,0.051,-0.11414313688333014,0.02338316631071678,1.3131541077969648,4096.3884,2165.16,0.2279,15.9205,0.0466,-0.03394035939992793,0.16628848047893577,7.318192068436699,3909.6609,6991.2217,0.1209,15.2727,0.0471,0.1594800679017647,0.016374569945478003,11.202659969805913,1,2,2,4,1,2,2,4,2,1,3,2
80205,el fort pienc,80200,eixample,barri,4162.8889,2202.75,0.0935,15.84,0.0457,-0.1163742690058479,0.030418041804180368,-0.16224514861213465,3864.3763,1517.85,0.0849,14.6645,0.0456,-0.0828137748518174,0.027831436583410717,1.46913758006005,3583.3995,1989.925,-0.0156,13.6465,0.0458,0.06280445317387227,0.02187542938573568,10.07662926493844,1,2,2,4,1,2,1,3,2,1,2,2
80206,la sagrada familia,80200,eixample,barri,4317.5556,5415.0,0.0506,17.07,0.0474,-0.13855383240793928,-0.020073636959701394,-0.3976608187134503,3874.602,4169.8333,-inf,15.4105,0.0477,-0.10020097133851336,0.009655885093133618,-0.19228284914592927,3566.301,7821.2778,-inf,14.2075,0.048,0.013607903392064663,0.1509362452459102,8.65190638717314,1,2,2,3,1,2,1,3,2,2,2,2
80207,la dreta de l'eixample,80200,eixample,barri,5951.2222,10470.0,1.0833,16.665,0.0336,-0.11972896519965791,0.07152002560717008,-0.21402158063575386,5362.2444,10723.9667,0.3128,15.1425,0.0339,-0.06329654417815828,0.2418319636173359,8.771999742697043,4939.6389,8513.1833,0.1473,14.2068,0.0346,0.11395567539421088,0.35661811733081605,11.258339054530724,1,1,2,4,1,1,1,4,2,1,2,3
80208,l'antiga esquerra de l'eixample,80200,eixample,barri,5257.0,3653.0,-0.1012,17.155,0.0392,-0.1368008099215389,0.06481669029775167,0.07115172007347467,4723.4667,10348.9,0.0692,15.46,0.0392,-0.04356673276150819,0.1980767807241742,5.96355603868752,4346.5833,7086.05,0.2933,14.3842,0.0398,0.11058250694120814,0.5014717074907998,9.306833975147056,1,1,2,4,1,1,2,4,2,1,2,4
80209,la nova esquerra de l'eixample,80200,eixample,barri,4446.7778,3329.0,-0.2684,17.22,0.0465,-0.12226723251028815,0.04753304541290398,1.148163788788789,4108.6889,3520.15,-0.0476,15.384,0.0449,-0.05079843935107002,0.07243981502228793,1.8833875665820963,3793.0861,5146.1333,-0.9109,14.2812,0.0453,0.12139819391589102,0.017773157585326844,10.423322709183502,1,2,2,4,1,2,2,3,2,1,3,2
80210,sant antoni,80200,eixample,barri,4165.6667,4300.3333,0.0297,16.25,0.0468,-0.14151942293693337,0.003050004013163248,-0.061634121252877865,3958.4636,4980.3958,inf,14.728,0.0446,-0.07143101984053996,0.0052103442557840576,0.886810145245061,3689.4985,6095.4648,inf,13.6888,0.0448,0.067576163358638,0.1984321437088227,7.396825714608367,1,2,2,4,1,2,1,3,2,1,2,2
80311,el poble sec,80300,sants montjuic,barri,3717.2222,7438.0,0.0139,16.89,0.0545,-0.21131500078868495,0.004246597199209537,-0.1618576265051262,3485.5308,5896.5333,0.1135,15.2525,0.0524,-0.14199103534796712,-0.03644205633893695,2.09811489333478,3258.6904,4413.3833,0.0935,14.1762,0.0526,-0.0012983541241090857,0.3183569879640992,3.124736047572868,1,3,1,4,1,2,1,3,2,2,2,3
80312,la marina del prat vermell,80300,sants montjuic,barri,2651.0,1759.0,0.0863,8.355,0.0378,0.12117177097203707,-0.03389212827988338,2.0637734037445994,1570.5,615.4167,inf,8.9862,0.0635,0.3656462454153194,0.409641063154749,1.8207333371351229,1387.3889,409.8095,0.078,8.0221,0.0678,0.3986636278599765,0.5381554422475772,2.0691593723465473,1,1,5,3,1,3,5,5,4,3,4,4
80313,la marina de port,80300,sants montjuic,barri,2577.7778,1856.6667,0.0189,12.49,0.0581,-0.13201646090534977,0.009705357531444508,-0.13800454926787914,2472.6995,2589.3917,-inf,11.4875,0.0558,-0.15707076359337002,0.07059161236085383,3.3343071750108364,2354.5535,2382.2759,-inf,10.7012,0.0546,0.20648203447649852,0.04393685172242928,9.639048225689546,1,3,2,4,1,3,1,3,2,2,3,2
80314,la font de la guatlla,80300,sants montjuic,barri,3394.1667,1401.0,-1.1685,15.895,0.0562,-0.1502014436797045,0.04901309966365731,-0.3566329652399406,3279.2333,1795.28,-0.2328,14.428,0.0529,-0.0354305737717428,0.08726021725367136,5.285767103311571,2988.3245,1621.9983,-0.1551,13.3765,0.0545,0.02604907086276048,0.26595676183919725,8.956673534941206,1,3,1,4,1,2,2,3,2,2,2,3
80315,hostafrancs,80300,sants montjuic,barri,3741.625,39872.6667,inf,15.675,0.0503,-0.12780199252801983,0.061453900709219855,-0.37069981149858633,3421.4426,860.8444,-0.0226,14.5785,0.0513,-0.07325652753920331,0.05680290537894943,-1.0222270981482973,3062.8069,1632.4,0.078,13.6518,0.0544,0.0089311761886616,0.2831622286365849,13.827721743588265,1,2,2,4,1,2,1,3,4,2,2,3
80316,la bordeta,80300,sants montjuic,barri,3208.625,1965.6667,0.0005,17.955,0.0672,-0.1263056624518967,-0.02974750529180526,-0.507967939651108,3088.5811,3196.5933,0.0798,15.4355,0.0597,-0.12135178697800146,-0.08034792183366316,0.18626122911483878,2875.4246,2438.663,-inf,13.496,0.0563,0.05410423139754508,0.13745497375573837,1.540970106480771,1,4,2,3,1,3,1,2,2,2,2,2
80317,sants  badal,80300,sants montjuic,barri,3517.1111,4796.6667,-0.2504,16.335,0.0557,-0.13976573357157024,0.08318789994182671,-0.5383954570564498,3258.098,4834.15,-0.1423,14.7435,0.0542,-0.04604362130483615,0.1869291378561904,27.278957257486326,2943.727,2998.8796,-inf,13.6447,0.0559,0.11217584237772799,0.3836482568434594,30.854846793358778,1,3,2,5,1,2,2,4,2,2,2,3
80318,sants,80300,sants montjuic,barri,3613.1111,2702.75,-0.0977,16.14,0.0536,-0.13410530482977026,0.006718058264450074,0.04471853257432011,3518.5192,2077.25,0.2256,14.6005,0.0497,-0.11305068063404201,0.007462390472733787,0.17166593657323964,3210.0763,2786.4617,0.0862,13.6228,0.0513,0.0191610267452266,0.06182224488449886,1.997762860275708,1,2,2,4,1,2,1,3,2,2,2,2
80419,les corts,80400,les corts,barri,4597.2222,2963.0,-0.2045,17.78,0.0464,-0.14080406937549791,0.016185283426662825,-0.34160489848533676,4247.0823,10917.4667,-0.0329,15.91,0.0449,-0.03695597819036808,-0.13047863639274238,18.04107363781718,3977.0578,8445.6296,inf,14.8887,0.045,0.1257092105719956,0.1960898099830909,21.761256981424633,1,2,2,4,1,2,2,2,2,1,3,2
80420,la maternitat i sant ramon,80400,les corts,barri,4500.0,2355.0,0.2212,16.43,0.0438,-0.10587714116952159,0.04384133611691023,0.15140086206896552,3834.4503,3116.4333,0.0201,14.8365,0.0465,-0.009173221147156838,0.016269417709356013,1.4693125843167836,3570.1168,3031.8033,-0.0946,13.9928,0.0472,0.09628153399750296,0.022130676111803936,8.42006431209695,1,1,2,4,1,2,2,3,2,1,2,2
80421,pedralbes,80400,les corts,barri,5338.625,688.5,-0.088,19.03,0.0428,-0.15689327106037018,0.1640406668594006,-0.5877299344857081,4844.6044,8125.1,-0.0457,16.5535,0.0409,-0.04033561126450946,0.1784010348309426,7.205131540003316,4637.9165,5099.38,-0.1206,15.9348,0.0414,0.12029329932231583,0.8585192212506574,7.810017908951407,1,1,1,5,1,1,2,4,2,1,3,5
80522,"vallvidrera, el tibidabo i les planes",80500,sarria sant gervasi,barri,5589.0,352.0,-2.6904,16.745,0.036,0.05609388458225661,-0.13830738951511898,-0.11318681318681319,3448.6,1891.7,-0.5919,14.2685,0.0526,0.08025491785194866,0.2110244725729263,0.9013608126661041,3253.9444,1491.2685,-inf,14.2538,0.0576,0.5690970522418504,0.4242213433223966,1.481562812502879,1,1,5,2,1,2,3,4,2,2,5,3
80523,sarria,80500,sarria sant gervasi,barri,6103.0,6717.3333,-0.1214,19.05,0.0375,-0.12437185929648231,-0.10539431251832307,1.0944384578544062,5393.1727,9283.7667,-0.0458,18.0235,0.0402,-0.01240374047666673,-0.0011084759097194502,2.8335920151691814,4957.9095,5790.4333,-0.0823,17.272,0.0422,0.2222140185448726,0.5910085208699516,4.997120058569913,1,1,2,2,1,1,2,3,2,1,3,4
80524,les tres torres,80500,sarria sant gervasi,barri,5074.625,1521.0,0.0487,19.275,0.0456,-0.11758691206543971,0.033949674001629994,-0.2219300168018116,4831.912,3675.5,0.0226,17.8255,0.0443,-0.06649347998209273,0.1636365381932828,4.62479589610088,4656.2024,2939.6667,inf,16.9302,0.0436,0.05216393133124132,0.24031450850407712,5.459523842062751,1,2,2,4,1,1,1,4,2,1,2,3
80525,sant gervasi  la bonanova,80500,sarria sant gervasi,barri,5333.75,4878.0,0.0012,17.735,0.0399,-0.0854893138357705,-0.004340115736419638,0.015157339073390733,4746.5336,2160.0367,0.01,16.4075,0.0415,-0.01862582603769844,0.03414200349567063,0.027717038456056723,4460.825,2991.1883,-0.0871,15.6795,0.0424,0.13326377732073386,0.31152152025579133,5.00068406979413,1,1,2,3,1,1,2,3,2,1,3,3
80526,sant gervasi  galvany,80500,sarria sant gervasi,barri,5095.8889,4375.3333,0.026,18.805,0.0443,-0.14570393374741208,0.09471297290846159,-0.48451240544371016,4920.4444,22711.9583,inf,16.628,0.0405,-0.04618331162440101,0.06082136713831232,-0.6537419308138533,4606.3404,13004.9907,inf,15.4635,0.0403,0.12755002202229487,0.08611660524786857,22.51038426959357,1,2,1,5,1,1,2,3,2,1,3,2
80527,el putxet i el farro,80500,sarria sant gervasi,barri,4599.3333,3116.5,2.3866,17.425,0.0455,-0.11452353616532736,0.04269628957908253,0.002864816472694718,4209.6182,4220.7,0.2684,16.038,0.0458,-0.03147294499468749,-0.04459671687072839,3.216302247811326,3907.9977,4410.16,0.1093,15.0935,0.0468,0.07502477495492178,0.1288413157538097,9.286424031835974,1,2,2,4,1,2,2,2,2,1,2,2
80628,vallcarca i els penitents,80600,gracia,barri,3864.8571,2416.0,-0.1983,17.715,0.055,-0.1516818361693708,0.01573118077717284,0.09779705745772496,3567.2245,3758.6833,-0.0534,15.549,0.0522,-0.03251430561686294,0.1658892349573074,14.68210678573439,3260.1428,3523.875,-0.0528,14.3842,0.0531,0.09187351806304661,0.22627283270164728,19.85447489962096,1,3,1,4,1,2,2,4,2,2,2,3
80629,el coll,80600,gracia,barri,2788.0,1409.5,0.0116,15.115,0.0651,-0.12231046264659713,-0.10403082394783644,-0.3126370717688876,2938.7298,577.4,-0.7373,13.538,0.0561,-0.07663598534351401,-0.3411149432319498,1.3748130346546614,2644.7871,503.68,-0.5705,12.6302,0.0584,0.04919277823234651,-0.28178784855759526,4.839268306144605,1,4,2,2,1,3,1,1,2,2,2,1
80630,la salut,80600,gracia,barri,4066.2222,1128.5,0.771,16.68,0.0492,-0.11274126238914972,0.02890238416554205,1.4176113711215115,3605.9802,1672.5,0.2391,14.4115,0.048,-0.05441465511802248,-0.05536247156832507,8.605554232748588,3348.0764,1692.0967,0.1445,13.4255,0.0484,0.1503789285474808,0.10656584031770328,8.265989291345827,1,2,2,4,1,2,1,2,2,2,3,2
80631,la vila de gracia,80600,gracia,barri,4701.1111,2757.0,-0.0994,18.145,0.0463,-0.14993737699051707,-0.024260873575942025,-0.45098039215686275,4286.3389,8520.7,-0.0267,16.155,0.0452,-0.09083353145165537,0.07323636878205803,4.187764702572053,3913.4649,7505.4267,-0.0748,15.1515,0.0469,0.03590688526189573,0.4847399172378351,6.919714311016368,1,2,1,3,1,2,1,3,2,1,2,4
80632,el camp d'en grassot i gracia nova,80600,gracia,barri,4305.4444,5266.0,0.0356,18.23,0.0508,-0.10512532734754955,0.020489320797450663,0.00042502550153004887,3983.9434,2606.0,0.0011,15.626,0.047,-0.010028654479363006,0.1267409503024578,3.0149295228880866,3706.0475,3150.325,0.113,14.4375,0.047,0.15091635920800384,0.17898074134256164,8.683465661878335,1,2,2,4,1,2,2,4,2,1,3,2
80733,el baix guinardo,80700,horta guinardo,barri,4012.0,3366.6,0.1051,16.09,0.0481,-0.10921133703019105,-0.003477396920019871,-0.7758859479423145,3484.6106,1389.92,0.0246,14.453,0.0499,-0.021479971154828484,-0.008636539116012906,0.22965605879049045,3225.9985,1349.7556,-inf,13.3045,0.0498,0.03933157634237948,0.2609174838023119,-0.6410597499605107,1,2,2,4,1,2,2,3,2,2,2,3
80734,can baro,80700,horta guinardo,barri,2709.1667,656.5,-0.0003,15.32,0.0679,-0.14081885856079412,-0.04946025020177558,-0.18592320597638565,2844.2905,547.3,5.9783,13.92,0.0592,-0.08897708810217488,-0.011466031357173612,0.7242328375260908,2611.6713,699.5833,3.0252,12.92,0.0599,0.03229976870532392,0.3964645860328555,4.758219585172314,1,4,2,3,3,3,1,3,3,2,2,3
80735,el guinardo,80700,horta guinardo,barri,3472.0,11641.0,0.1822,15.14,0.0523,-0.1268861454046639,0.06699446834665028,6.044965786901271,3159.7167,5178.4367,0.2153,13.9005,0.0528,-0.06953634557649623,0.1613726760941851,15.0888253846001,2851.0167,5386.56,0.0803,12.8455,0.0545,0.03534561064028463,0.15226519927528867,25.22767022570772,1,2,2,4,1,2,1,4,2,2,2,2
80736,la font d'en fargues,80700,horta guinardo,barri,3415.75,851.5,0.1676,15.825,0.0556,-0.09820322180916981,-0.0027314408350405284,-0.30144454799627207,3202.3671,910.6,0.6851,14.084,0.0528,0.07318572602449534,0.06908141395340915,-0.8271804916686271,2982.3699,720.57,-4.4883,13.1415,0.0535,0.029366044560476937,0.357634257752816,0.03248585969743445,1,3,2,4,2,2,3,3,1,2,2,3
80737,el carmel,80700,horta guinardo,barri,2553.6667,623.0,-0.2137,13.625,0.064,-0.15888032391185855,0.0866666666666666,-0.15016845820632116,2306.5167,2029.625,inf,12.755,0.0664,-0.07527316961114705,0.007538547490624256,1.7212124703815508,2122.2659,3660.5167,inf,11.7318,0.0667,0.018659238878364487,0.33824082784133613,9.450021819052665,1,3,1,5,1,4,1,3,2,3,2,3
80738,la teixonera,80700,horta guinardo,barri,2619.8571,456.0,-0.1742,14.53,0.0666,-0.17956216577540113,-0.028000553097345133,-0.20929962894248608,2464.8684,452.4286,-0.0438,13.3635,0.065,-0.09248612402330422,0.2326230426824659,-0.5021826624677757,2239.8145,1001.4476,0.1162,12.2823,0.0666,0.15892959020844138,0.2861947238519174,14.032363695636494,1,4,1,3,1,3,1,4,2,3,3,3
80739,sant genis dels agudells,80700,horta guinardo,barri,2960.0,287.5,-1.9914,10.85,0.044,-0.019400187441424625,-0.25513918629550314,-0.21448087431693988,2267.8333,487.9333,-0.3556,10.949,0.0598,0.05726153674239178,0.019483336804984597,3.3923124570679284,2077.5467,958.8519,inf,10.1738,0.06,0.15584729048511164,-0.22027417492451942,3.2054393342720604,1,2,3,1,1,3,3,3,2,2,3,1
80740,montbau,80700,horta guinardo,barri,2757.6667,294.5,-0.0702,13.735,0.0598,-0.05621301775147928,-0.023065746458409007,-0.42367906066536204,2609.7467,873.1333,-0.0673,12.4865,0.0574,0.018203560854358723,0.18001685878856843,14.596295916512831,2366.4325,753.9815,-inf,11.8435,0.0608,0.17041847964701054,0.12201751272237973,21.47099326826539,1,3,3,3,1,3,2,4,2,2,3,2
